,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
443,422,Roger W.,Sperry,1913-08-20,1994-04-17,USA,US,"Hartford, CT",USA,US,"Pasadena, CA",male,1981.0,medicine,,2.0,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",California Institute of Technology (Caltech),"Pasadena, CA",USA,68,1,1
444,423,David H.,Hubel,1926-02-27,2013-09-22,Canada,CA,"Windsor, ON",USA,US,"Lincoln, MA",male,1981.0,medicine,,4.0,"""for their discoveries concerning information processing in the visual system""",Harvard Medical School,"Boston, MA",USA,55,1,1
445,424,Torsten N.,Wiesel,1924-06-03,,Sweden,SE,Uppsala,,,,male,1981.0,medicine,,4.0,"""for their discoveries concerning information processing in the visual system""",Harvard Medical School,"Boston, MA",USA,57,0,1
446,425,Sune K.,Bergström,1916-01-10,2004-08-15,Sweden,SE,Stockholm,Sweden,SE,Stockholm,male,1982.0,medicine,,3.0,"""for their discoveries concerning prostaglandins and related biologically active substances""",Karolinska Institutet,Stockholm,Sweden,66,0,1
447,426,Bengt I.,Samuelsson,1934-05-21,,Sweden,SE,Halmstad,,,,male,1982.0,medicine,,3.0,"""for their discoveries concerning prostaglandins and related biologically active substances""",Karolinska Institutet,Stockholm,Sweden,48,0,1
448,427,John R.,Vane,1927-03-29,2004-11-19,United Kingdom,GB,Tardebigg,United Kingdom,GB,Farnborough,male,1982.0,medicine,,3.0,"""for their discoveries concerning prostaglandins and related biologically active substances""",The Wellcome Research Laboratories,Beckenham,United Kingdom,55,1,1
449,428,Barbara,McClintock,1902-06-16,1992-09-02,USA,US,"Hartford, CT",USA,US,"Huntington, NY",female,1983.0,medicine,,1.0,"""for her discovery of mobile genetic elements""",Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",USA,81,1,0
450,429,Niels K.,Jerne,1911-12-23,1994-10-07,United Kingdom,GB,London,France,FR,Castillon-du-Gard,male,1984.0,medicine,,3.0,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Basel Institute for Immunology,Basel,Switzerland,73,1,1
451,430,Georges J.F.,Köhler,1946-04-17,1995-03-01,Germany,DE,Munich,Germany,DE,Freiburg im Breisgau,male,1984.0,medicine,,3.0,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Basel Institute for Immunology,Basel,Switzerland,38,0,1
452,431,César,Milstein,1927-10-08,2002-03-24,Argentina,AR,Bahia Blanca,United Kingdom,GB,Cambridge,male,1984.0,medicine,,3.0,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,57,0,1
453,432,Michael S.,Brown,1941-04-13,,USA,US,"New York, NY",,,,male,1985.0,medicine,,2.0,"""for their discoveries concerning the regulation of cholesterol metabolism""",University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,44,1,1
454,433,Joseph L.,Goldstein,1940-04-18,,USA,US,"Sumter, SC",,,,male,1985.0,medicine,,2.0,"""for their discoveries concerning the regulation of cholesterol metabolism""",University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,45,1,1
455,434,Stanley,Cohen,1922-11-17,,USA,US,"Brooklyn, NY",,,,male,1986.0,medicine,,2.0,"""for their discoveries of growth factors""",Vanderbilt University School of Medicine,"Nashville, TN",USA,64,1,1
456,435,Rita,Levi-Montalcini,1909-04-22,2012-12-30,Italy,IT,Turin,Italy,IT,Rome,female,1986.0,medicine,,2.0,"""for their discoveries of growth factors""",Institute of Cell Biology of the C.N.R.,Rome,Italy,77,0,0
457,436,Susumu,Tonegawa,1939-09-06,,Japan,JP,Nagoya,,,,male,1987.0,medicine,,1.0,"""for his discovery of the genetic principle for generation of antibody diversity""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,48,0,1
458,437,Sir James W.,Black,1924-06-14,2010-03-21,Scotland,GB,Uddingston,,,,male,1988.0,medicine,,3.0,"""for their discoveries of important principles for drug treatment""","London University, King's College Hospital Medical School",London,United Kingdom,64,1,1
459,438,Gertrude B.,Elion,1918-01-23,1999-02-21,USA,US,"New York, NY",USA,US,"Chapel Hill, NC",female,1988.0,medicine,,3.0,"""for their discoveries of important principles for drug treatment""",Wellcome Research Laboratories,"Research Triangle Park, NC",USA,70,1,0
460,439,George H.,Hitchings,1905-04-18,1998-02-27,USA,US,"Hoquiam, WA",USA,US,"Chapel Hill, NC",male,1988.0,medicine,,3.0,"""for their discoveries of important principles for drug treatment""",Wellcome Research Laboratories,"Research Triangle Park, NC",USA,83,1,1
461,440,J. Michael,Bishop,1936-02-22,,USA,US,"York, PA",,,,male,1989.0,medicine,,2.0,"""for their discovery of the cellular origin of retroviral oncogenes""",University of California School of Medicine,"San Francisco, CA",USA,53,1,1
462,441,Harold E.,Varmus,1939-12-18,,USA,US,"Oceanside, NY",,,,male,1989.0,medicine,,2.0,"""for their discovery of the cellular origin of retroviral oncogenes""",University of California School of Medicine,"San Francisco, CA",USA,50,1,1
463,442,Joseph E.,Murray,1919-04-01,2012-11-26,USA,US,"Milford, MA",USA,US,"Boston, MA",male,1990.0,medicine,,2.0,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",Brigham and Women's Hospital,"Boston, MA",USA,71,1,1
464,443,E. Donnall,Thomas,1920-03-15,2012-10-20,USA,US,"Mart, TX",USA,US,"Seattle, WA",male,1990.0,medicine,,2.0,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,70,1,1
465,444,Erwin,Neher,1944-03-20,,Germany,DE,Landsberg,,,,male,1991.0,medicine,,2.0,"""for their discoveries concerning the function of single ion channels in cells""",Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,47,0,1
466,445,Bert,Sakmann,1942-06-12,,Germany,DE,Stuttgart,,,,male,1991.0,medicine,,2.0,"""for their discoveries concerning the function of single ion channels in cells""",Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,49,0,1
467,446,Edmond H.,Fischer,1920-04-06,,China,CN,Shanghai,,,,male,1992.0,medicine,,2.0,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",University of Washington,"Seattle, WA",USA,72,0,1
468,447,Edwin G.,Krebs,1918-06-06,2009-12-21,USA,US,"Lansing, IA",USA,US,"Seattle, WA",male,1992.0,medicine,,2.0,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",University of Washington,"Seattle, WA",USA,74,1,1
469,448,Richard J.,Roberts,1943-09-06,,United Kingdom,GB,Derby,,,,male,1993.0,medicine,,2.0,"""for their discoveries of split genes""",New England Biolabs,"Beverly, MA",USA,50,1,1
470,449,Phillip A.,Sharp,1944-06-06,,USA,US,"Falmouth, KY",,,,male,1993.0,medicine,,2.0,"""for their discoveries of split genes""","Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",USA,49,1,1
471,450,Alfred G.,Gilman,1941-07-01,2015-12-23,USA,US,"New Haven, CT",USA,US,"Dallas, TX",male,1994.0,medicine,,2.0,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,53,1,1
472,451,Martin,Rodbell,1925-12-01,1998-12-07,USA,US,"Baltimore, MD",USA,US,"Chapel Hill, NC",male,1994.0,medicine,,2.0,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,69,1,1
473,452,Edward B.,Lewis,1918-05-20,2004-07-21,USA,US,"Wilkes-Barre, PA",USA,US,"Pasadena, CA",male,1995.0,medicine,,3.0,"""for their discoveries concerning the genetic control of early embryonic development""",California Institute of Technology (Caltech),"Pasadena, CA",USA,77,1,1
474,453,Christiane,Nüsslein-Volhard,1942-10-20,,Germany,DE,Magdeburg,,,,female,1995.0,medicine,,3.0,"""for their discoveries concerning the genetic control of early embryonic development""",Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Federal Republic of Germany,53,0,0
475,454,Eric F.,Wieschaus,1947-06-08,,USA,US,"South Bend, IN",,,,male,1995.0,medicine,,3.0,"""for their discoveries concerning the genetic control of early embryonic development""",Princeton University,"Princeton, NJ",USA,48,1,1
476,455,Peter C.,Doherty,1940-10-15,,Australia,AU,Brisbane,,,,male,1996.0,medicine,,2.0,"""for their discoveries concerning the specificity of the cell mediated immune defence""",St. Jude Children's Research Hospital,"Memphis, TN",USA,56,1,1
477,456,Rolf M.,Zinkernagel,1944-01-06,,Switzerland,CH,Basel,,,,male,1996.0,medicine,,2.0,"""for their discoveries concerning the specificity of the cell mediated immune defence""","University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,52,0,1
478,457,Stanley B.,Prusiner,1942-05-28,,USA,US,"Des Moines, IA",,,,male,1997.0,medicine,,1.0,"""for his discovery of Prions - a new biological principle of infection""",University of California School of Medicine,"San Francisco, CA",USA,55,1,1
479,458,Robert F.,Furchgott,1916-06-04,2009-05-19,USA,US,"Charleston, SC",USA,US,"Seattle, WA",male,1998.0,medicine,,3.0,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",SUNY Health Science Center,"Brooklyn, NY",USA,82,1,1
480,459,Louis J.,Ignarro,1941-05-31,,USA,US,"Brooklyn, NY",,,,male,1998.0,medicine,,3.0,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",University of California School of Medicine,"Los Angeles, CA",USA,57,1,1
481,460,Ferid,Murad,1936-09-14,,USA,US,"Whiting, IN",,,,male,1998.0,medicine,,3.0,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",University of Texas Medical School at Houston,"Houston, TX",USA,62,1,1
482,461,Günter,Blobel,1936-05-21,,Germany (now Poland),PL,Waltersdorf (now Niegoslawice),,,,male,1999.0,medicine,,1.0,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",Rockefeller University,"New York, NY",USA,63,0,1
483,461,Günter,Blobel,1936-05-21,,Germany (now Poland),PL,Waltersdorf (now Niegoslawice),,,,male,1999.0,medicine,,1.0,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",Howard Hughes Medical Institute,,,63,0,1
484,462,Jean Henry,Dunant,1828-05-08,1910-10-30,Switzerland,CH,Geneva,Switzerland,CH,Heiden,male,1901.0,peace,,2.0,,,,,73,0,1
485,463,Frédéric,Passy,1822-05-20,1912-06-12,France,FR,Paris,France,FR,Paris,male,1901.0,peace,,2.0,,,,,79,0,1
486,464,Élie,Ducommun,1833-02-19,1906-12-07,Switzerland,CH,Geneva,Switzerland,CH,Bern,male,1902.0,peace,,2.0,,,,,69,0,1
487,465,Charles Albert,Gobat,1843-05-21,1914-03-16,Switzerland,CH,Tramelan,Switzerland,CH,Bern,male,1902.0,peace,,2.0,,,,,59,0,1
488,466,William Randal,Cremer,1828-03-18,1908-07-22,United Kingdom,GB,Fareham,United Kingdom,GB,London,male,1903.0,peace,,1.0,,,,,75,1,1
489,467,Institut de droit international (Institute of International Law),,,,,,,,,,org,1904.0,peace,,1.0,,,,,0,0,0
490,468,Baroness Bertha Sophie Felicita,"von Suttner, née Countess Kinsky von Chinic und Tettau",1843-06-09,1914-06-21,Austrian Empire (now Czech Republic),CZ,Prague,Austria,AT,Vienna,female,1905.0,peace,,1.0,,,,,62,0,0
491,470,Theodore,Roosevelt,1858-10-27,1919-01-06,USA,US,"New York, NY",USA,US,"Oyster Bay, NY",male,1906.0,peace,,1.0,,,,,48,1,1
492,471,Ernesto Teodoro,Moneta,1833-09-20,1918-02-10,Austrian Empire (now Italy),IT,Milan,Italy,IT,Milan,male,1907.0,peace,,2.0,,,,,74,0,1
493,472,Louis,Renault,1843-05-21,1918-02-08,France,FR,Autun,France,FR,Barbizon,male,1907.0,peace,,2.0,,Sorbonne University,Paris,France,64,0,1
494,473,Klas Pontus,Arnoldson,1844-10-27,1916-02-20,Sweden,SE,Gothenburg,Sweden,SE,Stockholm,male,1908.0,peace,,2.0,,,,,64,0,1
495,474,Fredrik,Bajer,1837-04-21,1922-01-22,Denmark,DK,Næstved,Denmark,DK,Copenhagen,male,1908.0,peace,,2.0,,,,,71,0,1
496,475,Auguste Marie François,Beernaert,1829-07-26,1912-10-06,Belgium,BE,Ostend,Switzerland,CH,Lucerne,male,1909.0,peace,,2.0,,,,,80,0,1
497,476,Paul Henri Benjamin Balluet,"d'Estournelles de Constant, Baron de Constant de Rebecque",1852-11-22,1924-05-15,France,FR,La Flèche,France,FR,Paris,male,1909.0,peace,,2.0,,,,,57,0,1
498,477,Bureau international permanent de la Paix (Permanent International Peace Bureau),,,,,,,,,,org,1910.0,peace,,1.0,,,,,0,0,0
499,478,Tobias Michael Carel,Asser,1838-04-28,1913-07-29,the Netherlands,NL,Amsterdam,the Netherlands,NL,the Hague,male,1911.0,peace,,2.0,,,,,73,0,1
500,479,Alfred Hermann,Fried,1864-11-11,1921-05-05,Austria,AT,Vienna,Austria,AT,Vienna,male,1911.0,peace,,2.0,,,,,47,0,1
501,480,Elihu,Root,1845-02-15,1937-02-07,USA,US,"Clinton, NY",USA,US,"New York, NY",male,1912.0,peace,,1.0,,,,,67,1,1
502,481,Henri,La Fontaine,1854-04-22,1943-05-14,Belgium,BE,Brussels,Belgium,BE,Brussels,male,1913.0,peace,,1.0,,,,,59,0,1
503,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,org,1917.0,peace,,1.0,,,,,0,0,0
504,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,org,1944.0,peace,,1.0,,,,,0,0,0
505,482,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,org,1963.0,peace,,2.0,,,,,0,0,0
506,483,Thomas Woodrow,Wilson,1856-12-28,1924-02-03,USA,US,"Staunton, VA",USA,US,"Washington, DC",male,1919.0,peace,,1.0,,,,,63,1,1
507,484,Léon Victor Auguste,Bourgeois,1851-05-21,1925-09-29,France,FR,Paris,France,FR,Épernay,male,1920.0,peace,,1.0,,,,,69,0,1
508,485,Karl Hjalmar,Branting,1860-11-23,1925-02-24,Sweden,SE,Stockholm,Sweden,SE,Stockholm,male,1921.0,peace,,2.0,,,,,61,0,1
509,486,Christian Lous,Lange,1869-09-17,1938-12-11,Norway,NO,Stavanger,Norway,NO,Oslo,male,1921.0,peace,,2.0,,,,,52,0,1
510,487,Fridtjof,Nansen,1861-10-10,1930-05-13,Norway,NO,Kristiania (now Oslo),Norway,NO,Oslo,male,1922.0,peace,,1.0,,,,,61,0,1
511,488,Sir Austen,Chamberlain,1863-10-16,1937-03-16,United Kingdom,GB,Birmingham,United Kingdom,GB,London,male,1925.0,peace,,2.0,,,,,62,1,1
512,489,Charles Gates,Dawes,1865-08-27,1951-04-23,USA,US,"Marietta, OH",USA,US,"Evanston, IL",male,1925.0,peace,,2.0,,,,,60,1,1
513,490,Aristide,Briand,1862-03-28,1932-03-07,France,FR,Nantes,France,FR,Paris,male,1926.0,peace,,2.0,,,,,64,0,1
514,491,Gustav,Stresemann,1878-05-10,1929-10-03,Germany,DE,Berlin,Germany,DE,Berlin,male,1926.0,peace,,2.0,,,,,48,0,1
515,492,Ferdinand,Buisson,1841-12-20,1932-02-16,France,FR,Paris,France,FR,Thieuloy-Saint-Antoine,male,1927.0,peace,,2.0,,,,,86,0,1
516,493,Ludwig,Quidde,1858-03-23,1941-03-04,Germany,DE,Bremen,Switzerland,CH,Geneva,male,1927.0,peace,,2.0,,,,,69,0,1
517,494,Frank Billings,Kellogg,1856-12-22,1937-12-21,USA,US,"Potsdam, NY",USA,US,"St. Paul, MN",male,1929.0,peace,,1.0,,,,,73,1,1
518,495,Lars Olof Jonathan (Nathan),Söderblom,1866-01-15,1931-07-12,Sweden,SE,Trönö,Sweden,SE,Uppsala,male,1930.0,peace,,1.0,,,,,64,0,1
519,496,Jane,Addams,1860-09-06,1935-05-21,USA,US,"Cedarville, IL",USA,US,"Chicago, IL",female,1931.0,peace,,2.0,,,,,71,1,0
520,497,Nicholas Murray,Butler,1862-04-02,1947-12-07,USA,US,"Elizabeth, NJ",USA,US,"New York, NY",male,1931.0,peace,,2.0,,Columbia University,"New York, NY",USA,69,1,1
521,498,Sir Norman,Angell (Ralph Lane),1872-12-26,1967-10-07,United Kingdom,GB,Holbeach,United Kingdom,GB,Croydon,male,1933.0,peace,,1.0,,,,,61,1,1
522,499,Arthur,Henderson,1863-09-13,1935-10-20,Scotland,GB,Glasgow,United Kingdom,GB,London,male,1934.0,peace,,1.0,,,,,71,1,1
523,500,Carl,von Ossietzky,1889-10-03,1938-05-04,Germany,DE,Hamburg,Germany,DE,Berlin,male,1935.0,peace,,1.0,,,,,46,0,1
524,501,Carlos,Saavedra Lamas,1878-11-01,1959-05-05,Argentina,AR,Buenos Aires,Argentina,AR,Buenos Aires,male,1936.0,peace,,1.0,,,,,58,0,1
525,502,"Cecil of Chelwood, Viscount",(Lord Edgar Algernon Robert Gascoyne Cecil),1864-09-14,1958-11-24,United Kingdom,GB,London,United Kingdom,GB,Tunbridge Wells,male,1937.0,peace,,1.0,,,,,73,1,1
526,503,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),,,,,,,,,,org,1938.0,peace,,1.0,,,,,0,0,0
527,505,Cordell,Hull,1871-10-02,1955-07-23,USA,US,"Olympus, TN",USA,US,"Bethesda, MD",male,1945.0,peace,,1.0,,,,,74,1,1
528,506,Emily Greene,Balch,1867-01-08,1961-01-09,USA,US,"Jamaica Plain, MA (now Boston)",USA,US,"Cambridge, MA",female,1946.0,peace,,2.0,,,,,79,1,0
529,507,John Raleigh,Mott,1865-05-25,1955-01-31,USA,US,"Livingston Manor, NY",USA,US,,male,1946.0,peace,,2.0,,,,,81,1,1
530,508,Friends Service Council (The Quakers),,,,,,,,,,org,1947.0,peace,,2.0,,,,,0,0,0
531,509,American Friends Service Committee (The Quakers),,,,,,,,,,org,1947.0,peace,,2.0,,,,,0,0,0
532,510,Lord (John),Boyd Orr of Brechin,1880-09-23,1971-06-25,Scotland,GB,Kilmaurs,Scotland,GB,Edzell,male,1949.0,peace,,1.0,,,,,69,1,1
533,511,Ralph,Bunche,1904-08-07,1971-12-09,USA,US,"Detroit, MI",USA,US,"New York, NY",male,1950.0,peace,,1.0,,Harvard University,"Cambridge, MA",USA,46,1,1
534,512,Léon,Jouhaux,1879-07-01,1954-04-28,France,FR,Paris,France,FR,Paris,male,1951.0,peace,,1.0,,,,,72,0,1
535,513,Albert,Schweitzer,1875-01-14,1965-09-04,Germany (now France),FR,Kaysersberg,Gabon,GA,Lambaréné,male,1952.0,peace,,1.0,,,,,77,0,1
536,514,George Catlett,Marshall,1880-12-31,1959-10-16,USA,US,"Uniontown, PA",USA,US,"Washington, DC",male,1953.0,peace,,1.0,,,,,73,1,1
537,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,,,,,org,1954.0,peace,,1.0,,,,,0,0,0
538,515,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,,,,,org,1981.0,peace,,1.0,,,,,0,0,0
539,516,Lester Bowles,Pearson,1897-04-23,1972-12-27,Canada,CA,Toronto,Canada,CA,Ottawa,male,1957.0,peace,,1.0,,,,,60,1,1
540,517,Georges,Pire,1910-02-10,1969-01-30,Belgium,BE,Dinant,Belgium,BE,Leuven,male,1958.0,peace,,1.0,,,,,48,0,1
541,518,Philip J.,Noel-Baker,1889-11-01,1982-10-08,United Kingdom,GB,London,United Kingdom,GB,London,male,1959.0,peace,,1.0,,,,,70,1,1
542,519,Albert John,Lutuli,,1967-07-21,Southern Rhodesia (now Zimbabwe),ZW,Bulawayo,South Africa,ZA,Stanger,male,1960.0,peace,,1.0,,,,,0,0,1
543,520,Dag Hjalmar Agne Carl,Hammarskjöld,1905-07-29,1961-09-18,Sweden,SE,Jönköping,Northern Rhodesia (now Zambia),ZM,Ndola,male,1961.0,peace,,1.0,,,,,56,0,1
544,523,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,,,,,,,,org,1963.0,peace,,2.0,,,,,0,0,0
545,524,Martin Luther,King Jr.,1929-01-15,1968-04-04,USA,US,"Atlanta, GA",USA,US,"Memphis, TN",male,1964.0,peace,,1.0,,,,,35,1,1
546,525,United Nations Children's Fund (UNICEF),,,,,,,,,,org,1965.0,peace,,1.0,,,,,0,0,0
547,526,René,Cassin,1887-10-05,1976-02-20,France,FR,Bayonne,France,FR,Paris,male,1968.0,peace,,1.0,,,,,81,0,1
548,527,International Labour Organization (I.L.O.),,,,,,,,,,org,1969.0,peace,,1.0,,,,,0,0,0
549,528,Norman E.,Borlaug,1914-03-25,2009-09-12,USA,US,"Cresco, IA",USA,US,"Dallas, TX",male,1970.0,peace,,1.0,,,,,56,1,1
550,529,Willy,Brandt,1913-12-18,1992-10-08,Germany,DE,Lübeck,Germany,DE,Unkel,male,1971.0,peace,,1.0,,,,,58,0,1
551,530,Henry A.,Kissinger,1923-05-27,,Germany,DE,Fürth,,,,male,1973.0,peace,,2.0,,,,,50,0,1
552,531,Le Duc Tho,,1911-10-14,1990-10-13,Vietnam,VN,Nam Ha province,Vietnam,VN,Hanoi,male,1973.0,peace,,2.0,,,,,62,0,1
553,532,Seán,MacBride,1904-01-26,1988-01-15,France,FR,Paris,Ireland,IE,Dublin,male,1974.0,peace,,2.0,,,,,70,0,1
554,533,Eisaku,Sato,1901-03-27,1975-06-03,Japan,JP,Tabuse,Japan,JP,Tokyo,male,1974.0,peace,,2.0,,,,,73,0,1
555,534,Andrei Dmitrievich,Sakharov,1921-05-21,1989-12-14,Russia,RU,Moscow,USSR (now Russia),RU,Moscow,male,1975.0,peace,,1.0,,,,,54,0,1
556,535,Betty,Williams,1943-05-22,,Northern Ireland,GB,Belfast,,,,female,1976.0,peace,,2.0,,,,,33,1,0
557,536,Mairead,Corrigan,1944-01-27,,Northern Ireland,GB,Belfast,,,,female,1976.0,peace,,2.0,,,,,32,1,0
558,537,Amnesty International,,,,,,,,,,org,1977.0,peace,,1.0,,,,,0,0,0
559,538,Mohamed Anwar,al-Sadat,1918-12-25,1981-10-06,Egypt,EG,Mit Abu al-Kawm,Egypt,EG,Cairo,male,1978.0,peace,,2.0,,,,,60,0,1
560,539,Menachem,Begin,1913-08-16,1992-03-09,Russian Empire (now Belarus),BY,Brest Litovsk,Israel,IL,Tel Aviv,male,1978.0,peace,,2.0,,,,,65,0,1
561,540,Mother Teresa,,1910-08-26,1997-09-05,Ottoman Empire (now Republic of Macedonia),MK,Uskup (now Skopje),India,IN,Calcutta,female,1979.0,peace,,1.0,,,,,69,0,0
562,541,Adolfo,Pérez Esquivel,1931-11-26,,Argentina,AR,Buenos Aires,,,,male,1980.0,peace,,1.0,,,,,49,0,1
563,543,Alva,Myrdal,1902-01-31,1986-02-01,Sweden,SE,Uppsala,Sweden,SE,Stockholm,female,1982.0,peace,,2.0,,,,,80,0,0
564,544,Alfonso,García Robles,1911-03-20,1991-09-02,Mexico,MX,Zamora,,,,male,1982.0,peace,,2.0,,,,,71,0,1
565,545,Lech,Walesa,1943-09-29,,Poland,PL,Popowo,,,,male,1983.0,peace,,1.0,,,,,40,0,1
566,546,Desmond Mpilo,Tutu,1931-10-07,,South Africa,ZA,Klerksdorp,,,,male,1984.0,peace,,1.0,,,,,53,0,1
567,547,International Physicians for the Prevention of Nuclear War,,,,,,,,,,org,1985.0,peace,,1.0,,,,,0,0,0
568,548,Elie,Wiesel,1928-09-30,2016-07-02,Romania,RO,Sighet,USA,US,"New York, NY",male,1986.0,peace,,1.0,,,,,58,0,1
569,549,Oscar,Arias Sánchez,1941-09-13,,Costa Rica,CR,Heredia,,,,male,1987.0,peace,,1.0,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",,,,46,0,1
570,550,United Nations Peacekeeping Forces,,,,,,,,,,org,1988.0,peace,,1.0,,,,,0,0,0
571,551,The 14th Dalai Lama (Tenzin Gyatso),,1935-07-06,,Tibet (now People's Republic of China),CN,Taktser,,,,male,1989.0,peace,,1.0,,,,,54,0,1
572,552,Mikhail Sergeyevich,Gorbachev,1931-03-02,,USSR (now Russia),RU,Privolnoye,,,,male,1990.0,peace,,1.0,"""for his leading role in the peace process which today characterizes important parts of the international community""",,,,59,0,1
573,553,Aung San Suu Kyi,,1945-06-19,,Burma (now Myanmar),MM,Rangoon (now Yangon),,,,female,1991.0,peace,,1.0,"""for her non-violent struggle for democracy and human rights""",,,,46,0,0
574,554,Rigoberta,Menchú Tum,1959-01-09,,Guatemala,GT,Aldea Chimel,,,,female,1992.0,peace,,1.0,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",,,,33,0,0
575,555,Nelson,Mandela,1918-07-18,2013-12-05,South Africa,ZA,Qunu,South Africa,ZA,Johannesburg,male,1993.0,peace,,2.0,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",,,,75,0,1
576,556,Frederik Willem,de Klerk,1936-03-18,,South Africa,ZA,Johannesburg,,,,male,1993.0,peace,,2.0,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",,,,57,0,1
577,557,Yasser,Arafat,1929-08-24,2004-11-11,Egypt,EG,Cairo,,,,male,1994.0,peace,,3.0,"""for their efforts to create peace in the Middle East""",,,,65,0,1
578,558,Shimon,Peres,1923-08-16,2016-09-28,Poland (now Belarus),BY,Vishneva,Israel,IL,Tel Aviv,male,1994.0,peace,,3.0,"""for their efforts to create peace in the Middle East""",,,,71,0,1
579,559,Yitzhak,Rabin,1922-03-01,1995-11-04,British Mandate of Palestine (now Israel),IL,Jerusalem,Israel,IL,Tel Aviv,male,1994.0,peace,,3.0,"""for their efforts to create peace in the Middle East""",,,,72,0,1
580,560,Joseph,Rotblat,1908-11-04,2005-08-31,Russian Empire (now Poland),PL,Warsaw,United Kingdom,GB,London,male,1995.0,peace,,2.0,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",,,,87,0,1
581,561,Pugwash Conferences on Science and World Affairs,,,,,,,,,,org,1995.0,peace,,2.0,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",,,,0,0,0
582,562,Carlos Filipe Ximenes,Belo,1948-02-03,,East Timor,TL,Wailacama,,,,male,1996.0,peace,,2.0,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,,,48,0,1
583,563,José,Ramos-Horta,1949-12-26,,East Timor,TL,Dili,,,,male,1996.0,peace,,2.0,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,,,47,0,1
584,564,International Campaign to Ban Landmines (ICBL),,,,,,,,,,org,1997.0,peace,,2.0,"""for their work for the banning and clearing of anti-personnel mines""",,,,0,0,0
585,565,Jody,Williams,1950-10-09,,USA,US,"Putney, VT",,,,female,1997.0,peace,,2.0,"""for their work for the banning and clearing of anti-personnel mines""",,,,47,1,0
586,566,John,Hume,1937-01-18,,Northern Ireland,GB,Londonderry,,,,male,1998.0,peace,,2.0,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",,,,61,1,1
587,567,David,Trimble,1944-10-15,,Northern Ireland,GB,Belfast,,,,male,1998.0,peace,,2.0,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",,,,54,1,1
588,568,Médecins Sans Frontières,,,,,,,,,,org,1999.0,peace,,1.0,"""in recognition of the organization's pioneering humanitarian work on several continents""",,,,0,0,0
